CD014226	"((""Aortic Aneurysm""[Mesh] OR ""Aorta, Abdominal""[Mesh] OR AAA*[tiab] OR (aneurysm*[tiab] AND (abdom*[tiab] OR thoracoabdom*[tiab] OR thoraco-abdom*[tiab] OR aort*[tiab])) OR (aort*[tiab] AND (balloon*[tiab] OR dilat*[tiab] OR bulg*[tiab])) OR (abdom*[tiab] AND (balloon*[tiab] OR dilat*[tiab] OR bulg*[tiab])) OR (aneurism*[tiab] AND (abdom*[tiab] OR thoracoabdom*[tiab] OR thoraco-abdom*[tiab] OR aort*[tiab]))) AND (FEVAR[tiab] OR F-EVAR[tiab] OR fenestrat*[tiab] OR ""Blood Vessel Prosthesis""[Mesh] OR ""Endovascular Procedures""[Mesh] OR ""Blood Vessel Prosthesis Implantation""[Mesh]) AND (randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR placebo[tiab] OR drug therapy[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
CD014612	"((""Gastric Bypass""[Mesh] OR ""Bariatric Surgery""[Mesh] OR ((gastric[tiab] OR gastro*[tiab] OR stomach[tiab]) AND bypass[tiab]) OR roux-en-y[tiab] OR RYGB[tiab] OR gastrojejunostom*[tiab] OR (bariatric[tiab] AND (surger*[tiab] OR procedure*[tiab] OR technique*[tiab]))) AND (mesenter*[tiab] OR Hernia[Mesh] OR (internal[tiab] AND hernia*[tiab])) AND (closure*[tiab] OR close*[tiab])) AND 1800:2023[dp]"
CD015127	"(((""Proton Pump Inhibitors""[Mesh] OR Dexlansoprazole[Mesh] OR Esomeprazole[Mesh] OR Lansoprazole[Mesh] OR Omeprazole[Mesh] OR Pantoprazole[Mesh] OR Rabeprazole[Mesh] OR PPI[tiab] OR PPIs[tiab] OR ""proton pump inhibitor""[tiab] OR ""proton pump inhibitors""[tiab] OR dexlansoprazole[tiab] OR Dexilant[tiab] OR esomeprazol*[tiab] OR Nexium[tiab] OR lansoprazol*[tiab] OR Prevacid[tiab] OR omeprazol*[tiab] OR Prilosec[tiab] OR Losec[tiab] OR pantoprazol*[tiab] OR Protonix[tiab] OR rabeprazol*[tiab] OR Aciphex[tiab] OR Pariet[tiab]) AND (""Infant, Newborn""[Mesh] OR ""Intensive Care, Neonatal""[Mesh] OR ""Intensive Care Units, Neonatal""[Mesh] OR ""Gestational Age""[Mesh] OR babe[tiab] OR babes[tiab] OR baby*[tiab] OR babies[tiab] OR ""gestational age""[tiab] OR infant*[tiab] OR infantile[tiab] OR infancy[tiab] OR ""low birth weight""[tiab] OR ""low birthweight""[tiab] OR neonat*[tiab] OR neo-nat*[tiab] OR newborn*[tiab] OR ""new born""[tiab] OR ""newly born""[tiab] OR premature[tiab] OR pre-mature*[tiab] OR prematures[tiab] OR prematurity[tiab] OR preterm[tiab] OR preterms[tiab] OR ""pre term""[tiab] OR preemie[tiab] OR preemies[tiab] OR premies[tiab] OR premie[tiab] OR VLBW[tiab] OR VLBWI[tiab] OR VLBW-I[tiab] OR VLBWs[tiab] OR LBW[tiab] OR LBWI[tiab] OR LBWs[tiab] OR ELBW[tiab] OR ELBWI[tiab] OR ELBWs[tiab] OR NICU[tiab] OR NICUs[tiab]) AND ((randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR drug therapy[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab] OR quasirandom*[tiab] OR quasi-random*[tiab] OR randomi*[tiab] OR (control*[tiab] AND (group*[tiab] OR trial*[tiab] OR study[tiab] OR studies[tiab]))) NOT (animals[Mesh] NOT humans[Mesh]))) OR ((""Proton Pump Inhibitors""[Mesh] OR Dexlansoprazole[Mesh] OR Esomeprazole[Mesh] OR Lansoprazole[Mesh] OR Omeprazole[Mesh] OR Pantoprazole[Mesh] OR Rabeprazole[Mesh] OR PPI[tiab] OR PPIs[tiab] OR ""proton pump inhibitor""[tiab] OR ""proton pump inhibitors""[tiab] OR dexlansoprazole[tiab] OR Dexilant[tiab] OR esomeprazol*[tiab] OR Nexium[tiab] OR lansoprazol*[tiab] OR Prevacid[tiab] OR omeprazol*[tiab] OR Prilosec[tiab] OR Losec[tiab] OR pantoprazol*[tiab] OR Protonix[tiab] OR rabeprazol*[tiab] OR Aciphex[tiab] OR Pariet[tiab]) AND (""Infant, Newborn""[Mesh] OR ""Intensive Care, Neonatal""[Mesh] OR ""Intensive Care Units, Neonatal""[Mesh] OR ""Gestational Age""[Mesh] OR babe[tiab] OR babes[tiab] OR baby*[tiab] OR babies[tiab] OR ""gestational age""[tiab] OR infant*[tiab] OR infantile[tiab] OR infancy[tiab] OR ""low birth weight""[tiab] OR ""low birthweight""[tiab] OR neonat*[tiab] OR neo-nat*[tiab] OR newborn*[tiab] OR ""new born""[tiab] OR ""newly born""[tiab] OR premature[tiab] OR pre-mature*[tiab] OR prematures[tiab] OR prematurity[tiab] OR preterm[tiab] OR preterms[tiab] OR ""pre term""[tiab] OR preemie[tiab] OR preemies[tiab] OR premies[tiab] OR premie[tiab] OR VLBW[tiab] OR VLBWI[tiab] OR VLBW-I[tiab] OR VLBWs[tiab] OR LBW[tiab] OR LBWI[tiab] OR LBWs[tiab] OR ELBW[tiab] OR ELBWI[tiab] OR ELBWs[tiab] OR NICU[tiab] OR NICUs[tiab]) AND (""Systematic Review""[Publication Type] OR Meta-Analysis[Publication Type] OR ""Meta-Analysis as Topic""[Mesh] OR ""Network Meta-Analysis""[Publication Type] OR ""Network Meta-Analysis""[Mesh] OR systematic*[tiab] OR meta analy*[tiab] OR metanaly*[tiab] OR metaregression*[tiab] OR ""data synthesis""[tiab] OR ""data extraction""[tiab] OR ""data abstraction""[tiab] OR handsearch*[tiab] OR ""hand search""[tiab] OR medline[tiab] OR cochrane[tiab] OR pubmed[tiab] OR embase[tiab] OR cinahl[tiab]))) AND 1800:2023[dp]"
CD015551	"(((""Neoplasms""[Mesh] OR ""Antineoplastic Agents""[Mesh] OR anticancer*[tiab] OR antitumor*[tiab] OR antitumour*[tiab] OR anti-cancer*[tiab] OR anti-tumor*[tiab] OR anti-tumour*[tiab] OR antineoplastic*[tiab] OR chemotherap*[tiab] OR neoplas*[tiab] OR tumor*[tiab] OR tumour*[tiab] OR cancer*[tiab] OR malignan*[tiab] OR carcinoma*[tiab] OR sarcoma*[tiab] OR melanoma*[tiab] OR metastas*[tiab] OR glioma*[tiab] OR glioblastoma*[tiab] OR osteosarcoma*[tiab] OR neuroblastoma*[tiab] OR adenocarcinoma*[tiab] OR myeloma*[tiab] OR lymphoma*[tiab] OR hodgkin*[tiab] OR nonhodgkin*[tiab] OR leukemia*[tiab] OR leukaemia*[tiab] OR myelodysplas*[tiab] OR ""Myelodysplastic Syndromes""[Mesh] OR ""B-cell directed""[tiab] OR ""B-cell depletion""[tiab] OR ""B-cell targeted therapy""[tiab] OR ""lymphocyte depletion""[tiab]) AND (Vaccines[Mesh] OR Immunization[Mesh] OR ""Diphtheria-Tetanus Vaccine""[Mesh] OR ""Haemophilus Vaccines""[Mesh] OR ""Pertussis Vaccine""[Mesh] OR Toxoids[Mesh] OR ""Diphtheria Toxoid""[Mesh] OR ""Tetanus Toxoid""[Mesh] OR ""COVID-19 Vaccines""[Mesh] OR ""Herpesvirus Vaccines""[Mesh] OR ""Measles Vaccine""[Mesh] OR ""Mumps Vaccine""[Mesh] OR ""Papillomavirus Vaccines""[Mesh] OR ""Poliovirus Vaccines""[Mesh] OR ""Rubella Vaccine""[Mesh] OR ""Hepatitis B Vaccines""[Mesh] OR ""Chickenpox Vaccine""[Mesh] OR ""Rotavirus Vaccines""[Mesh] OR ""Influenza Vaccines""[Mesh] OR ""Rabies Vaccines""[Mesh] OR ""Typhoid-Paratyphoid Vaccines""[Mesh] OR vaccin*[tiab] OR toxoid*[tiab] OR immuniz*[tiab] OR immunis*[tiab] OR booster*[tiab] OR revaccin*[tiab] OR diphtheri*[tiab] OR pertuss*[tiab] OR tetanus*[tiab] OR DTP*[tiab] OR DTaP*[tiab] OR TDaP*[tiab] OR HIB[tiab] OR hepatitis b[tiab] OR HBV[tiab] OR HepB*[tiab] OR measles*[tiab] OR mumps*[tiab] OR rubella*[tiab] OR MMR[tiab] OR meningococ*[tiab] OR pneumococ*[tiab] OR polio*[tiab] OR rotavirus*[tiab] OR varicell*[tiab] OR chickenpox*[tiab] OR HPV[tiab] OR papillomavirus*[tiab] OR shingles[tiab] OR zoster*[tiab] OR influenza[tiab] OR flu[tiab] OR ""tick-borne encephalitis""[tiab] OR TBE[tiab] OR ""Japanese encephalitis""[tiab] OR cholera*[tiab] OR rabies*[tiab] OR typhoid*[tiab])) AND (randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR drug therapy[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab] OR ""Clinical Trial, Phase III""[Publication Type] OR ""phase 3""[tiab] OR phase3[tiab] OR ""phase III""[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
CD015592	"((infant*[tiab] OR newborn*[tiab] OR neonat*[tiab] OR baby*[tiab] OR babies[tiab] OR ""gestational age""[tiab] OR ""low birth weight""[tiab] OR ""low birthweight""[tiab] OR premature[tiab] OR preterm[tiab] OR VLBW[tiab] OR LBW[tiab] OR ELBW[tiab] OR NICU[tiab] OR ""Infant, Newborn""[Mesh]) AND (""lumbar puncture""[tiab] OR ""lumbar punctures""[tiab] OR ""spinal puncture""[tiab] OR ""spinal punctures""[tiab] OR ""spinal punction""[tiab] OR ""lumbar punction""[tiab] OR ""spinal tap""[tiab]) AND (position*[tiab] OR lateral[tiab] OR decubitus[tiab] OR sitting[tiab] OR prone[tiab] OR upright[tiab] OR recumbent[tiab] OR tilt*[tiab]) AND (randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR randomly[tiab] OR trial[tiab] OR groups[tiab] OR quasirandom*[tiab] OR quasi-random*[tiab] OR randomi*[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
CD015701	"((HIV[Mesh] OR ""HIV-1""[Mesh] OR ""HIV-2""[Mesh] OR ""HIV Infections""[Mesh] OR ""HIV Seropositivity""[Mesh] OR HIV[tiab] OR HIV1[tiab] OR HIV2[tiab] OR ""HIV-1""[tiab] OR ""HIV-2""[tiab] OR ""HIV-I""[tiab] OR ""HIV-II""[tiab] OR ""human immunodeficiency virus""[tiab] OR ""human immuno-deficiency virus""[tiab] OR ""acquired immune deficiency""[tiab] OR htlv-iii[tiab]) AND (""Disease Susceptibility""[Mesh] OR ""Disease Transmission, Infectious""[Mesh] OR acquiring[tiab] OR acquired[tiab] OR acquisition[tiab] OR transmission[tiab] OR transmitted[tiab] OR transmit*[tiab] OR seroconver*[tiab] OR suscept*[tiab] OR expos*[tiab] OR inciden*[tiab] OR uninfect*[tiab]) AND (""Medroxyprogesterone Acetate""[Mesh] OR ""norethindrone enanthate""[tiab] OR NET-EN[tiab] OR depo[tiab] OR depot[tiab] OR injectable[tiab] OR injection[tiab] OR injections[tiab] OR long-acting[tiab] OR contracept*[tiab] OR ""medroxyprogesterone acetate""[tiab] OR ""medroxy-progesterone acetate""[tiab] OR MPA[tiab] OR norethindrone[tiab] OR NET[tiab] OR progestin[tiab] OR progestogen*[tiab] OR DMPA*[tiab] OR depomedroxy*[tiab] OR depotmedroxy*[tiab] OR ""hormonal contraceptive""[tiab] OR ""hormonal contraceptives""[tiab] OR LARC[tiab] OR ""long-acting reversible""[tiab] OR Depoprovera[tiab] OR ""Depo-Provera""[tiab] OR Depo-subcu[tiab] OR DepoSubQ[tiab] OR ""Depo-SubQ Provera""[tiab] OR Megestron[tiab] OR Noristerat[tiab] OR Petogen[tiab] OR Sayana[tiab] OR Syngestal[tiab] OR Contraception[Mesh] OR ""Contraceptive Agents""[Mesh] OR ""Hormonal Contraception""[Mesh] OR ""Contraceptive Agents, Female""[Mesh] OR ""Contraceptives, Oral""[Mesh] OR ""Ovulation Inhibition""[Mesh] OR ""Pregnancy, Unplanned""[Mesh] OR ""Pregnancy, Unwanted""[Mesh] OR ""Contraceptives, Postcoital""[Mesh] OR ""Contraceptive Devices""[Mesh] OR ""Long-Acting Reversible Contraception""[Mesh] OR ""birth control""[tiab] OR contraceptive[tiab] OR contraceptives[tiab] OR contraception[tiab] OR immunocontracept*[tiab] OR immuno-contracept*[tiab] OR anti-fertility[tiab] OR antifertility[tiab] OR anticonception[tiab] OR anti-conception[tiab] OR anticonceptiv*[tiab] OR ""unplanned pregnancy""[tiab] OR ""unwanted pregnancy""[tiab] OR ""unintended pregnancy""[tiab] OR Algestone[tiab] OR Centchroman[tiab] OR Desogestrel[tiab] OR Dienogest[tiab] OR Drospirenone[tiab] OR Etonogestrel[tiab] OR Levonorgestrel[tiab] OR LNG[tiab] OR Medroxyprogesterone[tiab] OR Megestrol[tiab] OR Norethindrone[tiab] OR Norethisterone[tiab] OR Norgestrel[tiab] OR Progestin*[tiab] OR Ulipristal[tiab] OR IUD[tiab] OR IUDs[tiab] OR IUCD[tiab] OR IUS[tiab] OR implant*[tiab] OR intravaginal[tiab] OR vaginal ring[tiab] OR Annovera[tiab] OR EllaOne[tiab] OR Implanon[tiab] OR Jadelle[tiab] OR Jaydess[tiab] OR Kyleena[tiab] OR Liletta[tiab] OR Mirena[tiab] OR Nexplanon[tiab] OR Norplant[tiab] OR NuvaRing[tiab] OR Skyla[tiab]) AND (controlled clinical trial[pt] OR randomized controlled trial[pt] OR groups[tiab] OR placebo[tiab] OR randomly[tiab] OR randomized[tiab] OR randomised[tiab] OR trial[tiab] OR drug therapy[sh])) NOT ((animals[Mesh] NOT humans[Mesh]) OR acceptability[ti] OR ART[ti] OR antiretroviral[ti] OR anti-retroviral[ti] OR bovine[ti] OR canine[ti] OR cat[ti] OR cats[ti] OR cattle[ti] OR cow[ti] OR cows[ti] OR dapavirine[ti] OR dapivirine[ti] OR dog[ti] OR dogs[ti] OR equine[ti] OR feline[ti] OR goat[ti] OR goats[ti] OR horse[ti] OR ""living with HIV""[ti] OR macaque[ti] OR macaques[ti] OR ""men who have sex with men""[ti] OR menopaus*[ti] OR mice[ti] OR monkey[ti] OR monkeys[ti] OR ""mother-to-child""[ti] OR mouse[ti] OR ovine[ti] OR pig[ti] OR pigs[ti] OR porcine[ti] OR rabbit[ti] OR rabbits[ti] OR rat[ti] OR rats[ti] OR sheep[ti] OR cross-sectional[ti] OR qualitative[ti] OR retrospective[ti] OR ""case reports""[pt] OR comment[pt] OR editorial[pt] OR letter[pt] OR meta-analysis[pt] OR news[pt] OR systematic review[pt] OR review[pt] OR ""Qualitative Research""[Mesh]) AND 2014:2023[dp]"
CD015705	"((""Cell Phone""[Mesh] OR ""Cell Phone Use""[Mesh] OR Smartphone[Mesh] OR ""Mobile Applications""[Mesh] OR ""Medical Informatics Applications""[Mesh] OR ""Text Messaging""[Mesh] OR ""Internet-Based Intervention""[Mesh] OR ""Social Media""[Mesh] OR ""mobile device""[tiab] OR ""mobile devices""[tiab] OR ""mobile phone""[tiab] OR ""mobile phones""[tiab] OR ""mobile telephone""[tiab] OR ""mobile telephones""[tiab] OR cellphone*[tiab] OR ""cell phone""[tiab] OR ""cell phones""[tiab] OR smartphone*[tiab] OR ""smart phone""[tiab] OR ""smart phones""[tiab] OR ""mobile app""[tiab] OR ""mobile apps""[tiab] OR ""mobile application""[tiab] OR ""mobile applications""[tiab] OR ""mobile technology""[tiab] OR ""mobile technologies""[tiab] OR ""short message""[tiab] OR ""short messages""[tiab] OR ""text message""[tiab] OR ""text messages""[tiab] OR texting[tiab] OR ""electronic message""[tiab] OR ""electronic messages""[tiab] OR ""social media""[tiab] OR ""mobile health""[tiab] OR mhealth[tiab] OR m-health[tiab] OR ""electronic health""[tiab] OR ehealth[tiab] OR e-health[tiab] OR ""digital health""[tiab]) AND (""Health Personnel""[Mesh] OR ""Allied Health Personnel""[Mesh] OR ""Community Health Workers""[Mesh] OR ""Dental Auxiliaries""[Mesh] OR ""Emergency Medical Technicians""[Mesh] OR ""Home Health Aides""[Mesh] OR ""Nurses""[Mesh] OR ""Nurse Practitioners""[Mesh] OR ""Physicians""[Mesh] OR ""Physician Assistants""[Mesh] OR ""Pharmacists""[Mesh] OR ""Physical Therapists""[Mesh] OR ""Occupational Therapists""[Mesh] OR ""Dentists""[Mesh] OR ""Medical Staff""[Mesh] OR ""Hospitalists""[Mesh] OR ""Caregivers""[Mesh] OR ""Case Managers""[Mesh] OR ""Health Workforce""[Mesh] OR ((health*[tiab] OR ""health care""[tiab] OR healthcare[tiab] OR medical[tiab]) AND (personnel*[tiab] OR practitioner*[tiab] OR professional*[tiab] OR provider*[tiab] OR staff[tiab] OR worker*[tiab] OR administrator*[tiab] OR assistant*[tiab] OR manager*[tiab] OR technician*[tiab] OR technologist*[tiab])) OR physician*[tiab] OR doctor*[tiab] OR clinician*[tiab] OR practitioner*[tiab] OR hospitalist*[tiab] OR nurse[tiab] OR nurses[tiab] OR ""nursing assistant""[tiab] OR ""nursing assistants""[tiab] OR ""nursing staff""[tiab] OR midwife[tiab] OR midwives[tiab] OR doula*[tiab] OR paramedic*[tiab] OR pharmacist*[tiab] OR dentist*[tiab] OR therapist*[tiab] OR physiotherapist*[tiab] OR psychologist*[tiab] OR psychiatrist*[tiab] OR surgeon*[tiab] OR pediatrician*[tiab] OR paediatrician*[tiab] OR oncologist*[tiab] OR radiologist*[tiab] OR neurologist*[tiab] OR cardiologist*[tiab] OR dermatologist*[tiab]) AND (""Interviews as Topic""[Mesh] OR ""Focus Groups""[Mesh] OR Narration[Mesh] OR ""Qualitative Research""[Mesh] OR qualitative[tiab] OR interview*[tiab] OR ""focus group""[tiab] OR ""focus groups""[tiab] OR ethnograph*[tiab] OR fieldwork[tiab] OR ""field work""[tiab] OR ""key informant""[tiab] OR ""semi-structured""[tiab] OR semistructured[tiab] OR unstructured[tiab] OR informal[tiab] OR ""in-depth""[tiab] OR indepth[tiab] OR ""face-to-face""[tiab] OR structured[tiab] OR guide*[tiab] OR discussion*[tiab] OR questionnaire*[tiab])) AND 2008:2023[dp]"
CD015721	"(((""cerebral""[tiab] AND infarction[tiab]) OR ""cerebral infarction""[tiab] OR ""cerebral arterial infarction""[tiab] OR ""brain ischemia""[tiab] OR ""brain ischaemia""[tiab] OR ""cerebral ischemia""[tiab] OR ""cerebral ischaemia""[tiab] OR ""intravascular thrombolysis""[tiab] OR ""intravenous thrombolysis""[tiab] OR ""large vessel occlusion""[tiab] OR stroke[tiab] OR ""Cerebral Infarction""[Mesh] OR ""Infarction, Anterior Cerebral Artery""[Mesh] OR ""Infarction, Middle Cerebral Artery""[Mesh] OR ""Infarction, Posterior Cerebral Artery""[Mesh] OR Stroke[Mesh] OR ""Brain Infarction""[Mesh] OR ""Ischemic Stroke""[Mesh]) AND (endovascular[tiab] OR thrombectomy[tiab] OR revascularization[tiab] OR revascularisation[tiab] OR reperfusion[tiab] OR ""Cerebral Revascularization""[Mesh] OR Reperfusion[Mesh] OR Thrombectomy[Mesh]) AND (Alteplase[tiab] OR fibrinolytic[tiab] OR ""tissue plasminogen activator""[tiab] OR streptokinase[tiab] OR Streptase[tiab] OR tenecteplase[tiab] OR TNKASE[tiab] OR Streptokinase[Mesh] OR ""Tissue Plasminogen Activator""[Mesh] OR ""Thrombolytic Therapy""[Mesh]) AND (randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR drug therapy[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab] OR randomi*[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2024[dp]"
CD015746	"((""Typhoid Fever""[Mesh] OR ""Paratyphoid Fever""[Mesh] OR ""Salmonella paratyphi A""[Mesh] OR ""Salmonella paratyphi B""[Mesh] OR ""Salmonella paratyphi C""[Mesh] OR ""Salmonella typhi""[Mesh] OR ""typhoid fever""[tiab] OR ""paratyphoid fever""[tiab] OR ""enteric fever""[tiab]) AND (""Vaccines, Conjugate""[Mesh] OR Vaccination[Mesh] OR ""Typhoid-Paratyphoid Vaccines""[Mesh] OR ((typhoid*[tiab]) AND (toxoid*[tiab] OR vaccin*[tiab] OR immuni*[tiab] OR booster*[tiab] OR revaccin*[tiab])) OR ""Vi conjugate""[tiab] OR ""Vi polysaccharide""[tiab] OR ""Tetanus Toxoid""[Mesh] OR Vi-TT[tiab] OR ZYVAC-TCV[tiab] OR Pedatyph[tiab] OR Typbar-TCV[tiab] OR ""Typbar TCV""[tiab] OR Vi-TCV[tiab] OR ""Typhim Vi""[tiab] OR Typherix[tiab] OR Vi-CRM197[tiab] OR TYPHIBEV[tiab] OR Vi-DT[tiab] OR ""Diphtheria Toxoid""[Mesh] OR ""diphtheria toxoid""[tiab] OR ""diphteria toxoid""[tiab] OR (typhoid*[tiab] AND vaccin*[tiab])) AND (controlled clinical trial[pt] OR randomized controlled trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR drug therapy[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
CD015749	"((""Weight Loss""[Mesh] OR ""Body Weight""[Mesh] OR cachexia[tiab] OR cachexic[tiab] OR cachectic[tiab] OR Malnutrition[Mesh] OR malnutrition[tiab] OR malnourish*[tiab] OR wasting[tiab] OR wasted[tiab] OR underweight[tiab] OR ""protein energy wasting""[tiab] OR PEW[tiab]) AND (""Chronic Disease""[Mesh] OR ((advance*[tiab] OR late-stage[tiab] OR end-stage[tiab]) AND (disease*[tiab] OR illness*[tiab] OR condition*[tiab] OR cancer[tiab])) OR ""Kidney Failure, Chronic""[Mesh] OR ""kidney disease""[tiab] OR ""renal disease""[tiab] OR ""end-stage renal disease""[tiab] OR ""end-stage kidney disease""[tiab] OR ESRD[tiab] OR ESKD[tiab] OR CKD[tiab] OR ""chronic kidney disease""[tiab] OR hemodialysis[tiab] OR haemodialysis[tiab] OR ""Heart Failure""[Mesh] OR ""cardiac disease""[tiab] OR ""cardiovascular disease""[tiab] OR ""heart failure""[tiab] OR ""heart disease""[tiab] OR ""Arthritis, Rheumatoid""[Mesh] OR ""rheumatoid arthritis""[tiab] OR COPD[tiab] OR ""chronic obstructive pulmonary disease""[tiab] OR ""chronic obstructive pulmonary disorder""[tiab] OR ""chronic obstructive lung disease""[tiab] OR ""pulmonary disease""[tiab] OR ""Pulmonary Disease, Chronic Obstructive""[Mesh] OR HIV[Mesh] OR HIV[tiab] OR AIDS[tiab] OR ""acquired immunodeficiency syndrome""[tiab] OR ""human immunodeficiency virus""[tiab] OR Neoplasms[Mesh] OR cancer*[tiab] OR oncolog*[tiab] OR neoplasm*[tiab] OR carcinom*[tiab] OR tumor*[tiab] OR tumour*[tiab] OR malignan*[tiab] OR leukemia[tiab] OR leukaemia[tiab]) AND (((Exercise Therapy[Mesh] OR Exercise[Mesh] OR exercise*[tiab] OR ""Physical Therapy Modalities""[Mesh] OR (physical[tiab] AND therap*[tiab])) AND (""Nutrition Therapy""[Mesh] OR nutrition*[tiab] OR diet*[tiab] OR ""dietary counsel""[tiab] OR ""dietary counselling""[tiab] OR ""dietary counseling""[tiab])) OR ((Exercise Therapy[Mesh] OR Exercise[Mesh] OR exercise*[tiab] OR ""Physical Therapy Modalities""[Mesh] OR (physical[tiab] AND therap*[tiab])) AND (""Drug Therapy""[Mesh] OR (pharmacological[tiab] AND (therap*[tiab] OR treatment*[tiab])) OR pharmacotherap*[tiab] OR ""Adrenal Cortex Hormones""[Mesh] OR corticosteroid*[tiab] OR Progestins[Mesh] OR progestin*[tiab] OR Cannabinoids[Mesh] OR cannab*[tiab] OR Androgens[Mesh] OR androgen*[tiab] OR Olanzapine[Mesh] OR olanzapine[tiab] OR ""Anti-Inflammatory Agents, Non-Steroidal""[Mesh] OR NSAID*[tiab] OR ""non-steroidal anti-inflammatory""[tiab] OR prokinetic*[tiab] OR ""Receptors, Ghrelin""[Mesh] OR ""ghrelin receptor""[tiab] OR ""ghrelin receptors""[tiab] OR Antioxidants[Mesh] OR antioxidant*[tiab] OR Carnitine[Mesh] OR carnitine*[tiab] OR Thalidomide[Mesh] OR thalidomide[tiab] OR ""Fatty Acids, Omega-3""[Mesh] OR (fatty[tiab] AND acid*[tiab]) OR (omega-3[tiab] AND (acid*[tiab] OR oil*[tiab])) OR PUFA*[tiab] OR DHA*[tiab] OR EPA*[tiab] OR Ibuprofen[Mesh] OR ibuprofen[tiab] OR Testosterone[Mesh] OR testosterone[tiab])) OR ((""Nutrition Therapy""[Mesh] OR nutrition*[tiab] OR diet*[tiab] OR ""dietary counsel""[tiab] OR ""dietary counselling""[tiab] OR ""dietary counseling""[tiab]) AND (""Drug Therapy""[Mesh] OR (pharmacological[tiab] AND (therap*[tiab] OR treatment*[tiab])) OR pharmacotherap*[tiab] OR ""Adrenal Cortex Hormones""[Mesh] OR corticosteroid*[tiab] OR Progestins[Mesh] OR progestin*[tiab] OR Cannabinoids[Mesh] OR cannab*[tiab] OR Androgens[Mesh] OR androgen*[tiab] OR Olanzapine[Mesh] OR olanzapine[tiab] OR ""Anti-Inflammatory Agents, Non-Steroidal""[Mesh] OR NSAID*[tiab] OR ""non-steroidal anti-inflammatory""[tiab] OR prokinetic*[tiab] OR ""Receptors, Ghrelin""[Mesh] OR ""ghrelin receptor""[tiab] OR ""ghrelin receptors""[tiab] OR Antioxidants[Mesh] OR antioxidant*[tiab] OR Carnitine[Mesh] OR carnitine*[tiab] OR Thalidomide[Mesh] OR thalidomide[tiab] OR ""Fatty Acids, Omega-3""[Mesh] OR (fatty[tiab] AND acid*[tiab]) OR (omega-3[tiab] AND (acid*[tiab] OR oil*[tiab])) OR PUFA*[tiab] OR DHA*[tiab] OR EPA*[tiab] OR Ibuprofen[Mesh] OR ibuprofen[tiab] OR Testosterone[Mesh] OR testosterone[tiab])) OR ((multi-modal*[tiab] OR multimodal*[tiab]) AND treatment*[tiab]) OR ((multi-modal*[tiab] OR multimodal*[tiab]) AND therap*[tiab]) OR (combin*[tiab] AND (therap*[tiab] OR treatment*[tiab])) OR add*[tiab] OR combin*[tiab] OR multipl*[tiab] OR plus[tiab] OR polytherap*[tiab] OR versus[tiab] OR vs[tiab] OR ""Combined Modality Therapy""[Mesh]) AND (randomized controlled trial[pt] OR controlled clinical trial[pt] OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR drug therapy[sh] OR randomly[tiab] OR trial[tiab] OR groups[tiab])) NOT (animals[Mesh] NOT humans[Mesh]) AND 1800:2023[dp]"
